season,playerId,player,position,team,conference,category,statType,stat
2020,4686446,DeShawn Hanika,TE,Iowa State,Big 12,kickReturns,NO,1
2020,4363129,Pearse Migl,TE,Louisiana,Sun Belt,kickReturns,LONG,11
2020,4043144,Connor Killian,TE,Texas Tech,Big 12,kickReturns,YDS,2
2020,4360435,Jacolby Hewitt,WR,Indiana,Big Ten,receiving,LONG,32
2020,4426681,Maurice Bellan,RB,Army,FBS Independents,rushing,YDS,46
2020,4243003,Ronnie Rivers,RB,Fresno State,Mountain West,receiving,YDS,265
2020,4429079,Luke Doty,WR,South Carolina,SEC,passing,PCT,0.614
2020,4379400,Matthew Downing,QB,TCU,Big 12,passing,PCT,0.567
2020,4427834,Erick All,TE,Michigan,Big Ten,receiving,REC,12
2020,4406943,Brett Brenton,RB,Wyoming,Mountain West,rushing,LONG,19
2020,4371942,Matt Robinson,QB,Illinois,Big Ten,rushing,LONG,8
2020,4431750,Kody Epps,WR,BYU,FBS Independents,receiving,TD,0
2020,4378754,Samuel Emilus,WR,Massachusetts,FBS Independents,puntReturns,LONG,33
2020,4241424,Tylan Wallace,WR,Oklahoma State,Big 12,rushing,LONG,7
2020,4577305,Jemel Jones,QB,Army,FBS Independents,passing,YPA,8.2
2020,4360204,Johnny Langan,TE,Rutgers,Big Ten,receiving,LONG,6
2020,4427209,Jeff Foreman,WR,Arkansas State,Sun Belt,defensive,PD,0
2020,4365473,Chris Barrett,TE,Liberty,FBS Independents,defensive,TOT,1
2020,4427916,Tony Mathis,RB,West Virginia,Big 12,rushing,YDS,55
2020,4430539,Brenton Strange,TE,Penn State,Big Ten,receiving,LONG,28
2020,4429454,Ron Cook Jr.,RB,Buffalo,Mid-American,puntReturns,AVG,9.1
2020,3926231,Britain Covey,WR,Utah,Pac-12,kickReturns,AVG,28.3
2020,4429804,Jimmy Calloway,WR,Tennessee,SEC,receiving,YDS,20
2020,4036048,Mark Birmingham,TE,Duke,ACC,defensive,PD,0
2020,4044520,Brennon Dingle,WR,UTSA,Conference USA,defensive,SOLO,2
2020,4250105,Miller Mosley,QB,Georgia Southern,Sun Belt,fumbles,FUM,1
2020,4360805,Hassan Hall,RB,Louisville,ACC,kickReturns,LONG,44
2020,4035106,Dawson Downing,RB,Missouri,SEC,defensive,QB HUR,0
2020,4035913,Ryan Renick,TE,Texas A&M,SEC,receiving,REC,2
2020,4241478,DeVonta Smith,WR,Alabama,SEC,defensive,SACKS,0
2020,4572455,Jake Smith,WR,Texas,Big 12,receiving,YPR,12.8
2020,4036262,Brandon Peters,QB,Illinois,Big Ten,rushing,CAR,24
2020,4427105,Max Duggan,QB,TCU,Big 12,fumbles,LOST,3
2020,4379476,Lucas Bacon,WR,Washington State,Pac-12,defensive,PD,0
2020,4035500,Eli Stove,WR,Auburn,SEC,puntReturns,AVG,7.5
2020,4250967,Kylan Watkins,RB,Memphis,American Athletic,rushing,YPC,5.4
2020,4569524,Eugene Minter,TE,Austin Peay,OVC,receiving,TD,0
2020,4429481,Marcus Crowley,RB,Ohio State,Big Ten,rushing,LONG,4
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,rushing,LONG,28
2020,4365378,Austin Hite,WR,Campbell,Big South,receiving,LONG,87
2020,4241416,Chuba Hubbard,RB,Oklahoma State,Big 12,receiving,LONG,21
2020,4431091,Ben Finley,QB,NC State,ACC,fumbles,LOST,1
2020,4571668,Jake Spiewak,WR,Air Force,Mountain West,receiving,LONG,7
2020,4427779,Jaelyn Lay,TE,Clemson,ACC,receiving,YPR,5.0
2020,4242270,Kyric McGowan,WR,Northwestern,Big Ten,defensive,PD,0
2020,4035500,Eli Stove,WR,Auburn,SEC,rushing,TD,0
2020,4612558,Anderson Castle,RB,App State,Sun Belt,rushing,CAR,17
2020,4430292,Leonard Parker,RB,South Florida,American Athletic,kickReturns,YDS,35
2020,4242178,De'Vion Warren,WR,Arkansas,SEC,passing,YDS,0
2020,4428557,Tyjae Spears,RB,Tulane,American Athletic,receiving,YPR,15.0
2020,4430635,Will Plummer,QB,Arizona,Pac-12,passing,YPA,4.9
2020,4368803,Uriah West,RB,Jacksonville State,OVC,rushing,YPC,4.5
2020,4382466,Jalen Nailor,WR,Michigan State,Big Ten,receiving,YPR,19.8
2020,4373764,Chris Cameron,TE,Army,FBS Independents,receiving,LONG,32
2020,4360649,Dimitri Stanley,WR,Colorado,Pac-12,rushing,YDS,-1
2020,4361690,Sean Chambers,QB,Wyoming,Mountain West,rushing,TD,0
2020,4362852,Dakereon Joyner,RB,South Carolina,SEC,rushing,YPC,30.5
2020,4360329,Stephon Robinson,WR,Kansas,Big 12,receiving,YDS,35
2020,4243830,Jaelon Darden,WR,North Texas,Conference USA,puntReturns,AVG,5.3
2020,4428904,Antavious Willis,RB,Southern Miss,Conference USA,receiving,YPR,11.4
2020,4568613,Tayvon Ruley,RB,Temple,American Athletic,rushing,YPC,4.2
2020,4362033,Calvin Brownholtz,QB,UTEP,Conference USA,fumbles,LOST,2
2020,4431142,Jimmy Holiday,WR,Tennessee,SEC,defensive,TFL,0
2020,4372039,Dontay Demus,WR,Maryland,Big Ten,fumbles,REC,1
2020,4242178,De'Vion Warren,WR,Arkansas,SEC,kickReturns,LONG,32
2020,4360799,Jordan Travis,QB,Florida State,ACC,rushing,TD,7
2020,4426494,John Rhys Plumlee,QB,Ole Miss,SEC,passing,PCT,0.667
2020,4374361,Gerrit Prince,TE,UAB,Conference USA,defensive,SOLO,1
2020,4695616,Isaiah Chavez,QB,New Mexico,Mountain West,passing,COMPLETIONS,19
2020,4427209,Jeff Foreman,WR,Arkansas State,Sun Belt,passing,TD,1
2020,4430689,Dominic Richardson,RB,Oklahoma State,Big 12,receiving,LONG,12
2020,4245144,Davontavean Martin,WR,Oklahoma State,Big 12,defensive,TOT,2
2020,4360900,Jason Bean,QB,North Texas,Conference USA,passing,PCT,0.545
2020,4426902,Parker Christensen,TE,Wyoming,Mountain West,defensive,TD,0
2020,4587415,Doug Bates,TE,Toledo,Mid-American,kickReturns,YDS,9
2020,4051777,Mike Fallon,QB,Massachusetts,FBS Independents,rushing,YDS,31
2020,4239944,Hunter Long,TE,Boston College,ACC,receiving,YPR,12.0
2020,4360086,Josh Whyle,TE,Cincinnati,American Athletic,receiving,REC,28
2020,4262162,Nate Cox,QB,Nevada,Mountain West,passing,TD,0
2020,4426385,Zach Charbonnet,RB,Michigan,Big Ten,receiving,YDS,41
2020,4426760,Stephan Bracey,WR,Wisconsin,Big Ten,receiving,LONG,11
2020,4685201,Tanner McKee,QB,Stanford,Pac-12,passing,PCT,0.429
2020,4258463,Artice Hobbs,RB,Army,FBS Independents,receiving,REC,2
2020,4258248,Peyton Hendershot,TE,Indiana,Big Ten,receiving,TD,4
2020,4428904,Antavious Willis,RB,Southern Miss,Conference USA,receiving,LONG,16
2020,4426681,Maurice Bellan,RB,Army,FBS Independents,rushing,TD,0
2020,4567240,Dontario Drummond,WR,Ole Miss,SEC,receiving,YDS,417
2020,4373661,Andrew Van Buren,RB,Boise State,Mountain West,rushing,YPC,3.4
2020,4240850,Lindell Stone,QB,Virginia,ACC,passing,PCT,0.594
2020,4240858,Hendon Hooker,QB,Virginia Tech,ACC,receiving,LONG,20
2020,4261605,Chance Bell,RB,San Diego State,Mountain West,receiving,REC,3
2020,4365451,Ja'Won Howell,RB,North Alabama,Big South,receiving,REC,5
2020,4247225,Bryant Barr,RB,Campbell,Big South,defensive,SACKS,0
2020,4361370,Chris Olave,WR,Ohio State,Big Ten,rushing,CAR,1
2020,4046826,Darien Rencher,RB,Clemson,ACC,rushing,LONG,50
2020,4241988,Trevon Grimes,WR,Florida,SEC,rushing,CAR,1
2020,4429116,James Frenchie Jr.,WR,Illinois,Big Ten,puntReturns,NO,1
2020,4608922,Braydon Bennett,RB,Coastal Carolina,Sun Belt,rushing,TD,1
2020,4242270,Kyric McGowan,WR,Northwestern,Big Ten,defensive,SACKS,0
2020,4427569,Giles Jackson,WR,Michigan,Big Ten,defensive,SOLO,0
2020,4687475,Cam Porter,RB,Northwestern,Big Ten,fumbles,REC,1
2020,4361739,Josh Johnson,WR,Tulsa,American Athletic,receiving,LONG,66
2020,4426681,Maurice Bellan,RB,Army,FBS Independents,passing,PCT,1.000
2020,4430885,Ja'Khi Douglas,WR,Florida State,ACC,puntReturns,LONG,2
2020,4578654,Jaden Walley,WR,Mississippi State,SEC,puntReturns,AVG,10.5
2020,4429481,Marcus Crowley,RB,Ohio State,Big Ten,receiving,TD,0
2020,4430041,Michael Lindauer,QB,Cincinnati,American Athletic,fumbles,REC,0
2020,4427625,Amari Johnson,WR,UCF,American Athletic,defensive,QB HUR,0
2020,4569325,Dezmon Jackson,RB,Oklahoma State,Big 12,defensive,PD,0
2020,4431081,Sage Ennis,TE,Clemson,ACC,defensive,PD,0
2020,4427152,Kwesi Evans,WR,Temple,American Athletic,defensive,SACKS,0
2020,4039159,Aaron Cephus,WR,Hawai'i,Mountain West,receiving,TD,0
2020,4429709,Jamious Griffin,RB,Georgia Tech,ACC,defensive,TOT,1
2020,4692940,Mikai Stanley,RB,Western Carolina,Southern,rushing,YPC,4.0
2020,4360881,Johnny Ford,RB,South Florida,American Athletic,passing,YDS,0
2020,4365393,Jordan Goco,TE,Campbell,Big South,defensive,TD,0
2020,4361287,A'Jon Vivens,RB,Colorado State,Mountain West,receiving,YPR,1.0
2020,4243911,Stephon Huderson,RB,Tulane,American Athletic,kickReturns,NO,3
2020,4360175,Clayton Tune,QB,Houston,American Athletic,receiving,LONG,21
2020,4426919,De'Corian Clark,WR,UTSA,Conference USA,rushing,CAR,1
2020,4603352,Gayflor Flomo,RB,Kansas,Big 12,defensive,SOLO,6
2020,4244727,Justin Hall,WR,Ball State,Mid-American,receiving,REC,49
2020,4430712,Jordan Simmons,RB,Michigan State,Big Ten,rushing,YPC,3.9
2020,4035774,Adam Krumholz,WR,Wisconsin,Big Ten,receiving,TD,0
2020,4428718,Tre Tucker,WR,Cincinnati,American Athletic,receiving,TD,3
2020,4362186,Erik Ezukanma,WR,Texas Tech,Big 12,defensive,SACKS,0
2020,4685170,Wesley Kommer,RB,Nevada,Mountain West,rushing,CAR,1
2020,4245242,Ronald Awatt,RB,UTEP,Conference USA,rushing,YPC,4.5
2020,4374202,Bryce Mortenson,TE,Utah State,Mountain West,receiving,LONG,1
2020,4610570,Cade Fennegan,QB,Boise State,Mountain West,passing,TD,2
2020,4426948,Luke McCaffrey,WR,Nebraska,Big Ten,fumbles,FUM,4
2020,4432620,Parker Washington,WR,Penn State,Big Ten,defensive,TD,0
2020,4370775,Brennan Armstrong,QB,Virginia,ACC,rushing,LONG,60
2020,4241397,Charleston Rambo,WR,Oklahoma,Big 12,kickReturns,AVG,23.2
2020,4430934,Zeriah Beason,WR,Oregon State,Pac-12,receiving,TD,3
2020,4379400,Matthew Downing,QB,TCU,Big 12,rushing,TD,0
2020,4429153,Lideatrick Griffin,WR,Mississippi State,SEC,defensive,SACKS,0
2020,4429795,Jahmyr Gibbs,RB,Georgia Tech,ACC,kickReturns,AVG,25.6
2020,4430836,Chubba Purdy,QB,Florida State,ACC,passing,TD,2
2020,4689981,Don Ragsdale,RB,Southern Miss,Conference USA,defensive,SACKS,0
2020,4360282,Drake Stoops,WR,Oklahoma,Big 12,receiving,TD,2
2020,4241002,Daetrich Harrington,RB,App State,Sun Belt,rushing,YDS,595
2020,4427839,Bryson Lucero,QB,UAB,Conference USA,passing,ATT,146
2020,4363522,Aaron Jackson,TE,Eastern Michigan,Mid-American,receiving,YPR,7.7
2020,4259360,Maurice Burkley,RB,Louisville,ACC,receiving,LONG,14
2020,4373062,Phillip Brooks III,WR,Kansas State,Big 12,receiving,LONG,25
2020,4243826,Tre Siggers,RB,North Texas,Conference USA,kickReturns,TD,0
2020,4431310,Henry Parrish Jr.,RB,Ole Miss,SEC,defensive,SACKS,0
2020,4374062,Trae Hall,WR,New Mexico,Mountain West,passing,YDS,518
2020,4428287,Ben Ballard,QB,Texas,Big 12,rushing,YPC,7.0
2020,4259268,Victor Tucker,WR,Charlotte,Conference USA,puntReturns,LONG,10
2020,4361714,Josiah Johnson,TE,Massachusetts,FBS Independents,passing,ATT,9
2020,4433886,Tate Rodemaker,QB,Florida State,ACC,passing,INT,3
2020,3929783,Isaac James,WR,Ball State,Mid-American,kickReturns,AVG,15.0
2020,4430845,Darvon Hubbard,RB,Texas A&M,SEC,rushing,YDS,2
2020,4430073,Devin Chandler,WR,Wisconsin,Big Ten,rushing,LONG,18
2020,4361577,Dyami Brown,WR,North Carolina,ACC,defensive,TD,0
2020,4258412,Perry Carter,WR,UL Monroe,Sun Belt,puntReturns,NO,5
2020,4690073,Craig Burt Jr.,WR,Western Kentucky,Conference USA,receiving,YPR,7.7
2020,4698712,Ahijah Blackwell,RB,Georgia State,Sun Belt,defensive,SACKS,0.5
2020,4242494,Cyrus Habibi-Likio,RB,Oregon,Pac-12,receiving,TD,0
2020,4430654,Rico Powers Jr.,WR,South Carolina,SEC,receiving,LONG,14
2020,4695669,Jordan Brown,WR,Fresno State,Mountain West,defensive,SOLO,0
2020,4596608,Chance Luper,WR,Missouri,SEC,receiving,YDS,69
2020,4427914,D'Wan Mathis,WR,Georgia,SEC,passing,YPA,3.0
2020,4363551,Dylan Drummond,WR,Eastern Michigan,Mid-American,puntReturns,AVG,3.5
2020,4590347,Rahjai Harris,RB,East Carolina,American Athletic,rushing,CAR,127
2020,4258238,Ty Fryfogle,WR,Indiana,Big Ten,receiving,REC,37
2020,4244617,J.C. Santana,WR,Tulsa,American Athletic,rushing,LONG,14
2020,4431068,Kelvontay Dixon,WR,Texas,Big 12,receiving,REC,3
2020,4590347,Rahjai Harris,RB,East Carolina,American Athletic,defensive,TFL,0
2020,4430804,Chris Tyree,WR,Notre Dame,FBS Independents,fumbles,LOST,1
2020,4046743,Grant Loy,QB,Auburn,SEC,passing,YDS,0
2020,4429096,Blake Corum,RB,Michigan,Big Ten,defensive,SOLO,1
2020,4242372,Kyle Griffitts,TE,BYU,FBS Independents,receiving,TD,0
2020,4362751,Jalen Knox,WR,Missouri,SEC,rushing,YDS,95
2020,4241665,Caleb Twyford,WR,Texas State,Sun Belt,defensive,SOLO,0
2020,4360980,Kyle Dobbins,RB,Temple,American Athletic,rushing,CAR,14
2020,4571668,Jake Spiewak,WR,Air Force,Mountain West,receiving,YDS,7
2020,4239944,Hunter Long,TE,Boston College,ACC,defensive,TD,0
2020,4370358,Caleb McMillan,WR,Marshall,Conference USA,receiving,YPR,8.0
2020,4048721,Dontae Crow,WR,Wyoming,Mountain West,kickReturns,LONG,40
2020,4242330,Danny Davis III,WR,Wisconsin,Big Ten,receiving,YPR,26.0
2020,4570018,Leroy Watson,TE,UTSA,Conference USA,kickReturns,LONG,13
2020,4689338,Dillon Johnson,RB,Mississippi State,SEC,defensive,TFL,0
2020,4365395,Julian Hill,TE,Campbell,Big South,receiving,TD,0
2020,4244068,Dustin Crum,QB,Kent State,Mid-American,passing,INT,2
2020,4034779,Ko Kieft,TE,Minnesota,Big Ten,receiving,REC,2
2020,4360115,Slade Bolden,WR,Alabama,SEC,rushing,CAR,1
2020,4370796,Tavares Kelly,WR,Virginia,ACC,rushing,YPC,-4.5
2020,107494,Trey Sanders,RB,Alabama,SEC,kickReturns,LONG,17
2020,4565194,Ben Renfro,WR,Utah,Pac-12,defensive,SOLO,0
2020,4243261,Bryan Thompson,WR,Utah,Pac-12,receiving,YPR,20.8
2020,4240473,Jake Marwede,TE,Duke,ACC,defensive,TD,0
2020,4570068,Cooper Nelson,WR,Wisconsin,Big Ten,defensive,QB HUR,1
2020,4360175,Clayton Tune,QB,Houston,American Athletic,rushing,TD,5
2020,4029426,Chris Booker,WR,Ohio State,Big Ten,defensive,TD,0
2020,4692937,Kason Lincke,QB,Western Carolina,Southern,rushing,LONG,9
2020,4246920,DJ Stubbs,WR,Liberty,FBS Independents,receiving,YDS,523
2020,4259633,Stephen Carr,RB,USC,Pac-12,receiving,REC,10
2020,4039669,Corey Taylor II,RB,Tulsa,American Athletic,rushing,YPC,4.9
2020,4361653,Devin Leary,QB,NC State,ACC,defensive,PD,0
2020,4039008,Kamari Pleasant,RB,Washington,Pac-12,receiving,LONG,14
2020,4360994,Aaron Jarman,TE,Temple,American Athletic,defensive,SACKS,0
2020,4427331,Khafre Brown,WR,North Carolina,ACC,receiving,TD,2
2020,4361514,TJ Sullivan,WR,San Diego State,Mountain West,receiving,REC,4
2020,4695665,Jalan Early,QB,Fresno State,Mountain West,defensive,QB HUR,0
2020,4242231,Racey McMath,WR,LSU,SEC,defensive,TFL,0
2020,4571935,Jahmal Banks,WR,Wake Forest,ACC,receiving,TD,0
2020,4361655,Ricky Person Jr.,RB,NC State,ACC,kickReturns,TD,0
2020,4240121,Thayer Thomas,WR,NC State,ACC,rushing,YPC,-6.0
2020,4240146,Nate Stewart,WR,Akron,Mid-American,receiving,YPR,12.8
2020,4567156,Treylon Burks,WR,Arkansas,SEC,passing,YPA,0.0
2020,4430331,Javion Posey,WR,Florida Atlantic,Conference USA,passing,YPA,6.3
2020,4693798,Koali Nishigaya,WR,Hawai'i,Mountain West,rushing,LONG,4
2020,4567044,Taylor Morin,WR,Wake Forest,ACC,defensive,SOLO,1
2020,4428800,JR Waters,WR,Oregon,Pac-12,defensive,TOT,1
2020,4036357,Collin Hill,QB,South Carolina,SEC,passing,PCT,0.588
2020,4035774,Adam Krumholz,WR,Wisconsin,Big Ten,defensive,TOT,3
2020,4565460,Jaycob Horn,WR,Texas State,Sun Belt,receiving,LONG,18
2020,4570449,Keric Wheatfall,WR,Fresno State,Mountain West,rushing,CAR,1
2020,4569594,Cameron Davis,RB,Washington,Pac-12,kickReturns,LONG,21
2020,4569393,Xavier White,WR,Texas Tech,Big 12,rushing,YDS,442
2020,4361690,Sean Chambers,QB,Wyoming,Mountain West,passing,YPA,6.0
2020,4429610,Daijun Edwards,RB,Georgia,SEC,rushing,LONG,47
2020,4429939,Jawhar Jordan,RB,Syracuse,ACC,fumbles,REC,0
2020,4262172,George Scott,WR,Louisiana Tech,Conference USA,defensive,QB HUR,0
2020,4429020,D.J. Uiagalelei,QB,Clemson,ACC,passing,COMPLETIONS,78
2020,4429652,Pat Garwo III,RB,Boston College,ACC,fumbles,REC,0
2020,4567246,Snoop Conner,RB,Ole Miss,SEC,receiving,REC,12
2020,4362164,Dax Neece,WR,Abilene Christian,Southland,receiving,LONG,11
2020,4259976,Josh Ali,WR,Kentucky,SEC,fumbles,FUM,2
2020,4689650,Trea Shropshire,WR,UAB,Conference USA,defensive,SACKS,0
2020,4571021,Shamar Garrett,WR,San José State,Mountain West,defensive,SOLO,0
2020,4360951,Preston Jelen,RB,Minnesota,Big Ten,rushing,YPC,-1.0
2020,4690939,Greg Garner,RB,Louisiana Tech,Conference USA,defensive,PD,0
2020,4567481,James Fullbright III,RB,Houston,American Athletic,rushing,YPC,9.5
2020,4689918,Zach Rasmussen,TE,UL Monroe,Sun Belt,receiving,TD,0
2020,4429212,Rashad Amos,RB,South Carolina,SEC,fumbles,REC,0
2020,4568406,Calvin Hill,RB,Texas State,Sun Belt,receiving,LONG,53
2020,4427511,Travis Tisdale,RB,Kentucky,SEC,fumbles,LOST,0
2020,4035460,Zerrick Cooper,QB,Jacksonville State,OVC,passing,INT,1
2020,4379608,Bryce Miller,WR,South Florida,American Athletic,defensive,TOT,1
2020,4038940,Terry Wilson,QB,Kentucky,SEC,rushing,YPC,4.1
2020,4361825,Spencer Sanders,QB,Oklahoma State,Big 12,passing,COMPLETIONS,155
2020,4373851,Desmond Trotter,QB,South Alabama,Sun Belt,rushing,YPC,0.0
2020,4568155,Gavin Beerup,WR,Wyoming,Mountain West,passing,YPA,2.8
2020,4690945,Zach Parker,WR,Louisiana Tech,Conference USA,defensive,TOT,1
2020,4035912,Kwamie Lassiter II,WR,Kansas,Big 12,puntReturns,LONG,0
2020,4363527,Jairus Grissom,WR,Eastern Michigan,Mid-American,rushing,YDS,16
2020,4042807,Trevon Bradford,WR,Oregon State,Pac-12,puntReturns,TD,0
2020,4241218,Logan Christopherson,TE,Missouri,SEC,receiving,YDS,47
2020,4426348,Jayden Daniels,QB,Arizona State,Pac-12,fumbles,FUM,1
2020,4569603,Malik Washington,WR,Northwestern,Big Ten,rushing,YDS,8
2020,4242158,Chase Hayden,RB,East Carolina,American Athletic,rushing,YDS,62
2020,4240710,A.J. Davis,RB,Pittsburgh,ACC,defensive,PD,0
2020,4432242,J.D. Head,QB,Louisiana Tech,Conference USA,passing,INT,1
2020,4693814,Haaziq Daniels,QB,Air Force,Mountain West,rushing,TD,3
2020,4383643,C.J. Schmanski,TE,Colorado,Pac-12,receiving,YPR,4.7
2020,4368612,Jay Parker,WR,Austin Peay,OVC,puntReturns,AVG,8.0
2020,4250105,Miller Mosley,QB,Georgia Southern,Sun Belt,fumbles,LOST,1
2020,4569587,Wan'Dale Robinson,WR,Nebraska,Big Ten,puntReturns,LONG,0
2020,4692162,Willie Erdman,WR,Temple,American Athletic,receiving,YPR,6.0
2020,4261074,Cade Sutherland,WR,South Alabama,Sun Belt,receiving,YDS,130
2020,4429516,Doug Brumfield,QB,UNLV,Mountain West,fumbles,REC,0
2020,4242490,Braxton Burmeister,QB,Virginia Tech,ACC,passing,ATT,84
2020,4034963,Rick Wells,WR,Florida,SEC,receiving,LONG,20
2020,4430636,Kentron Poitier,WR,Florida State,ACC,receiving,TD,0
2020,4048721,Dontae Crow,WR,Wyoming,Mountain West,puntReturns,NO,10
2020,4430686,Grant Wells,QB,Marshall,Conference USA,defensive,PD,0
2020,4572366,Andrew Brito,QB,Massachusetts,FBS Independents,defensive,SACKS,0
2020,4427251,Velton Gardner,RB,Kansas,Big 12,receiving,LONG,5
2020,4367209,Greg Dulcich,TE,UCLA,Pac-12,defensive,PD,0
2020,4360323,Braden Galloway,TE,Clemson,ACC,defensive,PD,0
2020,4429207,Ajou Ajou,WR,Clemson,ACC,receiving,TD,1
2020,4242492,CJ Verdell,RB,Oregon,Pac-12,receiving,LONG,23
2020,4371854,Devon High,RB,Navy,American Athletic,receiving,YDS,4
2020,4244734,Hassan Littles,WR,Ball State,Mid-American,fumbles,REC,1
2020,4260193,Drake Deiuliis,TE,Virginia Tech,ACC,receiving,YDS,33
2020,4038438,La'Darren Brown,RB,Oklahoma State,Big 12,rushing,LONG,66
2020,4034303,Chris Ferguson,QB,Liberty,FBS Independents,fumbles,REC,0
2020,4430846,Porter Rooks,WR,NC State,ACC,rushing,YDS,1
2020,4688817,Elijah Green,RB,North Carolina,ACC,rushing,YPC,5.5
2020,4427835,Chris Lovick,RB,Tulsa,American Athletic,defensive,TOT,2
2020,4567525,Javon Ivory,WR,Memphis,American Athletic,receiving,LONG,51
2020,4565318,Terion Stewart,RB,Bowling Green,Mid-American,rushing,CAR,37
2020,4427267,Kaylon Geiger,WR,Troy,Sun Belt,puntReturns,AVG,11.0
2020,4374076,Andrew Erickson,WR,New Mexico,Mountain West,defensive,TFL,0
2020,4370797,Billy Kemp,WR,Virginia,ACC,receiving,LONG,29
2020,4241671,Jeremiah Haydel,WR,Texas State,Sun Belt,puntReturns,LONG,91
2020,4569510,John Jackson III,WR,USC,Pac-12,receiving,TD,0
2020,4039294,Mulbah Car,RB,Houston,American Athletic,receiving,LONG,19
2020,4362230,Kaleb Eleby,QB,Western Michigan,Mid-American,defensive,PD,0
2020,4429439,Quinton Cooley,RB,Wake Forest,ACC,defensive,TFL,0
2020,3728271,Bryce Witham,TE,Minnesota,Big Ten,defensive,SOLO,2
2020,4608846,Tanner Hollens,RB,Colorado State,Mountain West,rushing,TD,0
2020,4360978,David Martin-Robinson,TE,Temple,American Athletic,defensive,PD,0
2020,4039271,Tony Poljan,TE,Virginia,ACC,receiving,LONG,28
2020,4570259,Daniel Richardson,QB,Central Michigan,Mid-American,passing,PCT,0.633
2020,4043016,D'Wayne Eskridge,WR,Western Michigan,Mid-American,receiving,LONG,85
2020,4567240,Dontario Drummond,WR,Ole Miss,SEC,defensive,TFL,0
2020,4571336,Jalen Kelsey,WR,Campbell,Big South,receiving,YPR,12.3
2020,4567156,Treylon Burks,WR,Arkansas,SEC,rushing,CAR,15
2020,4608750,Jonzell Norrils,RB,Akron,Mid-American,receiving,TD,0
2020,4430308,Dominic Mammarelli,TE,Miami,ACC,fumbles,LOST,0
2020,4367209,Greg Dulcich,TE,UCLA,Pac-12,defensive,TOT,1
2020,4430260,Stone Norton,QB,Florida International,Conference USA,rushing,CAR,17
2020,4239768,Spencer Brown,RB,UAB,Conference USA,receiving,YPR,7.0
2020,4241566,Chase Rogers,TE,Ole Miss,SEC,receiving,LONG,10
2020,4372782,Joe Wilkins,WR,Notre Dame,FBS Independents,receiving,REC,7
2020,4361736,Joseph Scates,WR,Iowa State,Big 12,receiving,YPR,22.3
2020,4365325,Colby Suits,QB,UL Monroe,Sun Belt,rushing,YPC,1.5
2020,4360890,Jordan McCloud,QB,South Florida,American Athletic,receiving,REC,1
2020,4241012,Malik Williams,WR,App State,Sun Belt,fumbles,FUM,1
2020,4609154,Jackson Jarvis,WR,Arkansas State,Sun Belt,kickReturns,YDS,0
2020,4371974,Seth Williams,WR,Auburn,SEC,fumbles,FUM,1
2020,4689901,Jevin Frett,WR,UL Monroe,Sun Belt,receiving,LONG,49
2020,4371730,Brady McBride,QB,Texas State,Sun Belt,fumbles,REC,0
2020,4372716,Nikko Remigio,WR,California,Pac-12,receiving,LONG,28
2020,4362478,Emari Demercado,RB,TCU,Big 12,receiving,TD,0
2020,4240069,Malik Cunningham,QB,Louisville,ACC,fumbles,REC,0
2020,4250715,Dakota Allen,TE,Eastern Kentucky,OVC,rushing,LONG,7
2020,4373566,Miller Gibbs,TE,App State,Sun Belt,receiving,YPR,11.5
2020,4426330,Jerrion Ealy,RB,Ole Miss,SEC,receiving,YPR,10.3
2020,4567402,Keon Zipperer,TE,Florida,SEC,kickReturns,LONG,13
2020,4035167,Jarrett Guarantano,QB,Tennessee,SEC,passing,COMPLETIONS,103
2020,4360486,Nico Ragaini,WR,Iowa,Big Ten,receiving,YPR,10.6
2020,4430539,Brenton Strange,TE,Penn State,Big Ten,receiving,YPR,9.6
2020,4596334,Keaton Mitchell,RB,East Carolina,American Athletic,kickReturns,LONG,36
